date,old_A,new_A,category,allowed,A_verified,B_verified,evidence,A_status,A_reason
20161012,-13.0,-13.0,exact_reproduction,True,True,True,full_trade_trace_and_independent_execution_match,resolved,ok
20161013,-23.25,-23.25,exact_reproduction,True,True,True,full_trade_trace_and_independent_execution_match,resolved,ok
20161014,-12.5,-12.5,exact_reproduction,True,True,True,full_trade_trace_and_independent_execution_match,resolved,ok
20161017,-5.5,-5.5,exact_reproduction,True,True,True,full_trade_trace_and_independent_execution_match,resolved,ok
20161018,-1.25,-1.25,exact_reproduction,True,True,True,full_trade_trace_and_independent_execution_match,resolved,ok
20161019,1.75,1.75,exact_reproduction,True,True,True,full_trade_trace_and_independent_execution_match,resolved,ok
20161020,-25.25,-25.25,exact_reproduction,True,True,True,full_trade_trace_and_independent_execution_match,resolved,ok
20161021,-14.25,-14.25,exact_reproduction,True,True,True,full_trade_trace_and_independent_execution_match,resolved,ok
20161024,14.5,14.5,exact_reproduction,True,True,True,full_trade_trace_and_independent_execution_match,resolved,ok
20161025,7.25,7.25,exact_reproduction,True,True,True,full_trade_trace_and_independent_execution_match,resolved,ok
20161026,-19.75,-19.75,exact_reproduction,True,True,True,full_trade_trace_and_independent_execution_match,resolved,ok
20161027,23.75,23.75,exact_reproduction,True,True,True,full_trade_trace_and_independent_execution_match,resolved,ok
20161028,-19.75,-19.75,exact_reproduction,True,True,True,full_trade_trace_and_independent_execution_match,resolved,ok
20161031,-0.75,-0.75,exact_reproduction,True,True,True,full_trade_trace_and_independent_execution_match,resolved,ok
20161101,19.0,19.0,exact_reproduction,True,True,True,full_trade_trace_and_independent_execution_match,resolved,ok
20161102,-2.0,-2.0,exact_reproduction,True,True,True,full_trade_trace_and_independent_execution_match,resolved,ok
20161103,-19.75,-19.75,exact_reproduction,True,True,True,full_trade_trace_and_independent_execution_match,resolved,ok
20161104,-19.75,-19.75,exact_reproduction,True,True,True,full_trade_trace_and_independent_execution_match,resolved,ok
20161107,-19.75,-19.75,exact_reproduction,True,True,True,full_trade_trace_and_independent_execution_match,resolved,ok
20161108,-19.75,-19.75,exact_reproduction,True,True,True,full_trade_trace_and_independent_execution_match,resolved,ok
20161109,-19.75,-19.75,exact_reproduction,True,True,True,full_trade_trace_and_independent_execution_match,resolved,ok
20161110,107.25,107.25,exact_reproduction,True,True,True,full_trade_trace_and_independent_execution_match,resolved,ok
20161111,-19.75,-19.75,exact_reproduction,True,True,True,full_trade_trace_and_independent_execution_match,resolved,ok
20161114,47.25,47.25,exact_reproduction,True,True,True,full_trade_trace_and_independent_execution_match,resolved,ok
20161115,26.5,26.5,exact_reproduction,True,True,True,full_trade_trace_and_independent_execution_match,resolved,ok
20161116,42.5,42.5,exact_reproduction,True,True,True,full_trade_trace_and_independent_execution_match,resolved,ok
20161117,13.75,13.75,exact_reproduction,True,True,True,full_trade_trace_and_independent_execution_match,resolved,ok
20161118,-19.75,-19.75,exact_reproduction,True,True,True,full_trade_trace_and_independent_execution_match,resolved,ok
20161121,21.0,21.0,exact_reproduction,True,True,True,full_trade_trace_and_independent_execution_match,resolved,ok
20161122,-14.75,-14.75,exact_reproduction,True,True,True,full_trade_trace_and_independent_execution_match,resolved,ok
20161123,14.5,14.5,exact_reproduction,True,True,True,full_trade_trace_and_independent_execution_match,resolved,ok
20161124,-10.25,,old_numeric_outcome_to_unknown,True,True,True,detector:missing_v7m_bar:734,unknown,detector:missing_v7m_bar:734
20161125,5.5,5.5,exact_reproduction,True,True,True,full_trade_trace_and_independent_execution_match,resolved,ok
20161128,6.25,6.25,exact_reproduction,True,True,True,full_trade_trace_and_independent_execution_match,resolved,ok
20161129,-19.75,-19.75,exact_reproduction,True,True,True,full_trade_trace_and_independent_execution_match,resolved,ok
20161130,25.5,25.5,exact_reproduction,True,True,True,full_trade_trace_and_independent_execution_match,resolved,ok
20161201,43.5,43.5,exact_reproduction,True,True,True,full_trade_trace_and_independent_execution_match,resolved,ok
20161202,18.5,18.5,exact_reproduction,True,True,True,full_trade_trace_and_independent_execution_match,resolved,ok
20161205,-26.0,-26.0,exact_reproduction,True,True,True,full_trade_trace_and_independent_execution_match,resolved,ok
20161206,3.5,3.5,exact_reproduction,True,True,True,full_trade_trace_and_independent_execution_match,resolved,ok
20161207,1.5,1.5,exact_reproduction,True,True,True,full_trade_trace_and_independent_execution_match,resolved,ok
20161208,-19.75,-19.75,exact_reproduction,True,True,True,full_trade_trace_and_independent_execution_match,resolved,ok
20161209,-19.75,-19.75,exact_reproduction,True,True,True,full_trade_trace_and_independent_execution_match,resolved,ok
20161212,-1.25,-1.25,exact_reproduction,True,True,True,full_trade_trace_and_independent_execution_match,resolved,ok
20161213,59.25,59.25,exact_reproduction,True,True,True,full_trade_trace_and_independent_execution_match,resolved,ok
20161214,-11.0,-11.0,exact_reproduction,True,True,True,full_trade_trace_and_independent_execution_match,resolved,ok
20161215,19.75,19.75,exact_reproduction,True,True,True,full_trade_trace_and_independent_execution_match,resolved,ok
20161216,-19.75,-19.75,exact_reproduction,True,True,True,full_trade_trace_and_independent_execution_match,resolved,ok
20161219,-9.5,-9.5,exact_reproduction,True,True,True,full_trade_trace_and_independent_execution_match,resolved,ok
20161220,-0.75,-0.75,exact_reproduction,True,True,True,full_trade_trace_and_independent_execution_match,resolved,ok
20161221,-12.0,-12.0,exact_reproduction,True,True,True,full_trade_trace_and_independent_execution_match,resolved,ok
20161222,13.0,13.0,exact_reproduction,True,True,True,full_trade_trace_and_independent_execution_match,resolved,ok
20161223,-7.75,-7.75,exact_reproduction,True,True,True,full_trade_trace_and_independent_execution_match,resolved,ok
20161226,,,calendar_not_eligible,True,False,False,calendar_closed,not_in_P0,calendar_closed
20161227,28.75,28.75,exact_reproduction,True,True,True,full_trade_trace_and_independent_execution_match,resolved,ok
20161228,-24.5,-24.5,exact_reproduction,True,True,True,full_trade_trace_and_independent_execution_match,resolved,ok
20161229,-15.5,-15.5,exact_reproduction,True,True,True,full_trade_trace_and_independent_execution_match,resolved,ok
20161230,36.75,36.75,exact_reproduction,True,True,True,full_trade_trace_and_independent_execution_match,resolved,ok
20170102,,,calendar_not_eligible,True,False,False,calendar_closed,not_in_P0,calendar_closed
20170103,-23.25,-23.25,exact_reproduction,True,True,True,full_trade_trace_and_independent_execution_match,resolved,ok
20170104,3.75,3.75,exact_reproduction,True,True,True,full_trade_trace_and_independent_execution_match,resolved,ok
20170105,1.75,1.75,exact_reproduction,True,True,True,full_trade_trace_and_independent_execution_match,resolved,ok
20170106,28.0,28.0,exact_reproduction,True,True,True,full_trade_trace_and_independent_execution_match,resolved,ok
20170109,9.75,9.75,exact_reproduction,True,True,True,full_trade_trace_and_independent_execution_match,resolved,ok
20170110,12.75,12.75,exact_reproduction,True,True,True,full_trade_trace_and_independent_execution_match,resolved,ok
20170111,-19.75,-19.75,exact_reproduction,True,True,True,full_trade_trace_and_independent_execution_match,resolved,ok
20170112,20.0,20.0,exact_reproduction,True,True,True,full_trade_trace_and_independent_execution_match,resolved,ok
20170113,11.0,11.0,exact_reproduction,True,True,True,full_trade_trace_and_independent_execution_match,resolved,ok
20170116,,,parent_membership_unknown,True,False,False,missing_decision_prefix_bar:555,unknown,missing_decision_prefix_bar:555
20170117,-0.25,-0.25,exact_reproduction,True,True,True,full_trade_trace_and_independent_execution_match,resolved,ok
20170118,-3.5,-3.5,exact_reproduction,True,True,True,full_trade_trace_and_independent_execution_match,resolved,ok
20170119,-2.75,-2.75,exact_reproduction,True,True,True,full_trade_trace_and_independent_execution_match,resolved,ok
20170120,-8.0,-8.0,exact_reproduction,True,True,True,full_trade_trace_and_independent_execution_match,resolved,ok
20170123,-24.25,-24.25,exact_reproduction,True,True,True,full_trade_trace_and_independent_execution_match,resolved,ok
20170124,-4.75,-4.75,exact_reproduction,True,True,True,full_trade_trace_and_independent_execution_match,resolved,ok
20170125,-7.75,-7.75,exact_reproduction,True,True,True,full_trade_trace_and_independent_execution_match,resolved,ok
20170126,-11.0,-11.0,exact_reproduction,True,True,True,full_trade_trace_and_independent_execution_match,resolved,ok
20170127,-4.5,-4.5,exact_reproduction,True,True,True,full_trade_trace_and_independent_execution_match,resolved,ok
20170130,30.0,30.0,exact_reproduction,True,True,True,full_trade_trace_and_independent_execution_match,resolved,ok
20170131,17.5,17.5,exact_reproduction,True,True,True,full_trade_trace_and_independent_execution_match,resolved,ok
20170201,-19.75,-19.75,exact_reproduction,True,True,True,full_trade_trace_and_independent_execution_match,resolved,ok
20170202,-19.75,-19.75,exact_reproduction,True,True,True,full_trade_trace_and_independent_execution_match,resolved,ok
20170203,0.0,0.0,exact_reproduction,True,True,True,full_trade_trace_and_independent_execution_match,resolved,ok
20170206,11.25,11.25,exact_reproduction,True,True,True,full_trade_trace_and_independent_execution_match,resolved,ok
20170207,11.25,11.25,exact_reproduction,True,True,True,full_trade_trace_and_independent_execution_match,resolved,ok
20170208,14.25,14.25,exact_reproduction,True,True,True,full_trade_trace_and_independent_execution_match,resolved,ok
20170209,18.25,18.25,exact_reproduction,True,True,True,full_trade_trace_and_independent_execution_match,resolved,ok
20170210,-1.75,-1.75,exact_reproduction,True,True,True,full_trade_trace_and_independent_execution_match,resolved,ok
20170213,7.75,7.75,exact_reproduction,True,True,True,full_trade_trace_and_independent_execution_match,resolved,ok
20170214,-2.25,-2.25,exact_reproduction,True,True,True,full_trade_trace_and_independent_execution_match,resolved,ok
20170215,16.0,16.0,exact_reproduction,True,True,True,full_trade_trace_and_independent_execution_match,resolved,ok
20170216,-19.75,-19.75,exact_reproduction,True,True,True,full_trade_trace_and_independent_execution_match,resolved,ok
20170217,-10.0,-10.0,exact_reproduction,True,True,True,full_trade_trace_and_independent_execution_match,resolved,ok
20170220,-10.75,-10.75,exact_reproduction,True,True,True,full_trade_trace_and_independent_execution_match,resolved,ok
20170221,-5.25,-5.25,exact_reproduction,True,True,True,full_trade_trace_and_independent_execution_match,resolved,ok
20170222,-5.25,-5.25,exact_reproduction,True,True,True,full_trade_trace_and_independent_execution_match,resolved,ok
20170223,30.75,30.75,exact_reproduction,True,True,True,full_trade_trace_and_independent_execution_match,resolved,ok
20170224,14.5,14.5,exact_reproduction,True,True,True,full_trade_trace_and_independent_execution_match,resolved,ok
20170227,-2.75,,old_numeric_outcome_to_unknown,True,True,True,missing_open_position_bar:619,unknown,missing_open_position_bar:619
20170228,1.75,1.75,exact_reproduction,True,True,True,full_trade_trace_and_independent_execution_match,resolved,ok
20170301,-18.25,-18.25,exact_reproduction,True,True,True,full_trade_trace_and_independent_execution_match,resolved,ok
20170302,17.0,17.0,exact_reproduction,True,True,True,full_trade_trace_and_independent_execution_match,resolved,ok
20170303,-7.0,-7.0,exact_reproduction,True,True,True,full_trade_trace_and_independent_execution_match,resolved,ok
20170306,6.25,6.25,exact_reproduction,True,True,True,full_trade_trace_and_independent_execution_match,resolved,ok
20170307,-2.25,-2.25,exact_reproduction,True,True,True,full_trade_trace_and_independent_execution_match,resolved,ok
20170308,13.25,13.25,exact_reproduction,True,True,True,full_trade_trace_and_independent_execution_match,resolved,ok
20170309,,,parent_membership_unknown,True,False,False,missing_decision_prefix_bar:558,unknown,missing_decision_prefix_bar:558
20170310,-0.75,-0.75,exact_reproduction,True,True,True,full_trade_trace_and_independent_execution_match,resolved,ok
20170313,-3.75,-3.75,exact_reproduction,True,True,True,full_trade_trace_and_independent_execution_match,resolved,ok
20170314,6.5,6.5,exact_reproduction,True,True,True,full_trade_trace_and_independent_execution_match,resolved,ok
20170315,2.75,2.75,exact_reproduction,True,True,True,full_trade_trace_and_independent_execution_match,resolved,ok
20170316,19.5,19.5,exact_reproduction,True,True,True,full_trade_trace_and_independent_execution_match,resolved,ok
20170317,2.75,2.75,exact_reproduction,True,True,True,full_trade_trace_and_independent_execution_match,resolved,ok
20170320,-19.75,-19.75,exact_reproduction,True,True,True,full_trade_trace_and_independent_execution_match,resolved,ok
20170321,-19.75,-19.75,exact_reproduction,True,True,True,full_trade_trace_and_independent_execution_match,resolved,ok
20170322,27.25,27.25,exact_reproduction,True,True,True,full_trade_trace_and_independent_execution_match,resolved,ok
20170323,-19.75,-19.75,exact_reproduction,True,True,True,full_trade_trace_and_independent_execution_match,resolved,ok
20170324,9.0,9.0,exact_reproduction,True,True,True,full_trade_trace_and_independent_execution_match,resolved,ok
20170327,31.25,31.25,exact_reproduction,True,True,True,full_trade_trace_and_independent_execution_match,resolved,ok
20170328,8.25,8.25,exact_reproduction,True,True,True,full_trade_trace_and_independent_execution_match,resolved,ok
20170329,-9.5,-9.5,exact_reproduction,True,True,True,full_trade_trace_and_independent_execution_match,resolved,ok
20170330,7.75,7.75,exact_reproduction,True,True,True,full_trade_trace_and_independent_execution_match,resolved,ok
20170331,-16.25,-16.25,exact_reproduction,True,True,True,full_trade_trace_and_independent_execution_match,resolved,ok
20170403,-22.75,-22.75,exact_reproduction,True,True,True,full_trade_trace_and_independent_execution_match,resolved,ok
20170404,6.75,6.75,exact_reproduction,True,True,True,full_trade_trace_and_independent_execution_match,resolved,ok
20170405,19.0,19.0,exact_reproduction,True,True,True,full_trade_trace_and_independent_execution_match,resolved,ok
20170406,-9.75,-9.75,exact_reproduction,True,True,True,full_trade_trace_and_independent_execution_match,resolved,ok
20170407,-1.75,-1.75,exact_reproduction,True,True,True,full_trade_trace_and_independent_execution_match,resolved,ok
20170410,-7.0,-7.0,exact_reproduction,True,True,True,full_trade_trace_and_independent_execution_match,resolved,ok
20170411,-22.5,-22.5,exact_reproduction,True,True,True,full_trade_trace_and_independent_execution_match,resolved,ok
20170412,-11.5,-11.5,exact_reproduction,True,True,True,full_trade_trace_and_independent_execution_match,resolved,ok
20170413,-22.25,-22.25,exact_reproduction,True,True,True,full_trade_trace_and_independent_execution_match,resolved,ok
20170414,,,calendar_not_eligible,True,False,False,calendar_closed,not_in_P0,calendar_closed
20170417,10.5,10.5,exact_reproduction,True,True,True,full_trade_trace_and_independent_execution_match,resolved,ok
20170418,3.5,3.5,exact_reproduction,True,True,True,full_trade_trace_and_independent_execution_match,resolved,ok
20170419,9.5,9.5,exact_reproduction,True,True,True,full_trade_trace_and_independent_execution_match,resolved,ok
20170420,-0.75,-0.75,exact_reproduction,True,True,True,full_trade_trace_and_independent_execution_match,resolved,ok
20170421,-6.5,-6.5,exact_reproduction,True,True,True,full_trade_trace_and_independent_execution_match,resolved,ok
20170424,-3.75,-3.75,exact_reproduction,True,True,True,full_trade_trace_and_independent_execution_match,resolved,ok
20170425,-15.75,-15.75,exact_reproduction,True,True,True,full_trade_trace_and_independent_execution_match,resolved,ok
20170426,-5.0,-5.0,exact_reproduction,True,True,True,full_trade_trace_and_independent_execution_match,resolved,ok
20170427,8.75,8.75,exact_reproduction,True,True,True,full_trade_trace_and_independent_execution_match,resolved,ok
20170428,-18.25,-18.25,exact_reproduction,True,True,True,full_trade_trace_and_independent_execution_match,resolved,ok
20170501,14.75,14.75,exact_reproduction,True,True,True,full_trade_trace_and_independent_execution_match,resolved,ok
20170502,-2.0,-2.0,exact_reproduction,True,True,True,full_trade_trace_and_independent_execution_match,resolved,ok
20170503,3.5,3.5,exact_reproduction,True,True,True,full_trade_trace_and_independent_execution_match,resolved,ok
20170504,-2.5,-2.5,exact_reproduction,True,True,True,full_trade_trace_and_independent_execution_match,resolved,ok
20170505,14.25,14.25,exact_reproduction,True,True,True,full_trade_trace_and_independent_execution_match,resolved,ok
20170508,-9.5,-9.5,exact_reproduction,True,True,True,full_trade_trace_and_independent_execution_match,resolved,ok
20170509,9.75,9.75,exact_reproduction,True,True,True,full_trade_trace_and_independent_execution_match,resolved,ok
20170510,4.75,4.75,exact_reproduction,True,True,True,full_trade_trace_and_independent_execution_match,resolved,ok
20170511,-24.25,-24.25,exact_reproduction,True,True,True,full_trade_trace_and_independent_execution_match,resolved,ok
20170512,3.5,3.5,exact_reproduction,True,True,True,full_trade_trace_and_independent_execution_match,resolved,ok
20170515,10.25,10.25,exact_reproduction,True,True,True,full_trade_trace_and_independent_execution_match,resolved,ok
20170516,-0.75,-0.75,exact_reproduction,True,True,True,full_trade_trace_and_independent_execution_match,resolved,ok
20170517,-26.75,-26.75,exact_reproduction,True,True,True,full_trade_trace_and_independent_execution_match,resolved,ok
20170518,44.25,44.25,exact_reproduction,True,True,True,full_trade_trace_and_independent_execution_match,resolved,ok
20170519,-19.75,-19.75,exact_reproduction,True,True,True,full_trade_trace_and_independent_execution_match,resolved,ok
20170522,12.75,12.75,exact_reproduction,True,True,True,full_trade_trace_and_independent_execution_match,resolved,ok
20170523,4.25,4.25,exact_reproduction,True,True,True,full_trade_trace_and_independent_execution_match,resolved,ok
20170524,-6.75,-6.75,exact_reproduction,True,True,True,full_trade_trace_and_independent_execution_match,resolved,ok
20170525,-22.75,-22.75,exact_reproduction,True,True,True,full_trade_trace_and_independent_execution_match,resolved,ok
20170526,-19.75,-19.75,exact_reproduction,True,True,True,full_trade_trace_and_independent_execution_match,resolved,ok
20170529,,,parent_membership_unknown,True,False,False,missing_decision_prefix_bar:567,unknown,missing_decision_prefix_bar:567
20170530,5.0,5.0,exact_reproduction,True,True,True,full_trade_trace_and_independent_execution_match,resolved,ok
20170531,30.75,30.75,exact_reproduction,True,True,True,full_trade_trace_and_independent_execution_match,resolved,ok
20170601,-19.75,-19.75,exact_reproduction,True,True,True,full_trade_trace_and_independent_execution_match,resolved,ok
20170602,-5.0,-5.0,exact_reproduction,True,True,True,full_trade_trace_and_independent_execution_match,resolved,ok
20170605,-2.75,-2.75,exact_reproduction,True,True,True,full_trade_trace_and_independent_execution_match,resolved,ok
20170606,6.25,6.25,exact_reproduction,True,True,True,full_trade_trace_and_independent_execution_match,resolved,ok
20170607,-6.75,-6.75,exact_reproduction,True,True,True,full_trade_trace_and_independent_execution_match,resolved,ok
20170608,13.75,13.75,exact_reproduction,True,True,True,full_trade_trace_and_independent_execution_match,resolved,ok
20170609,14.5,14.5,exact_reproduction,True,True,True,full_trade_trace_and_independent_execution_match,resolved,ok
20170612,-19.75,-19.75,exact_reproduction,True,True,True,full_trade_trace_and_independent_execution_match,resolved,ok
20170613,-19.75,-19.75,exact_reproduction,True,True,True,full_trade_trace_and_independent_execution_match,resolved,ok
20170614,0.0,0.0,exact_reproduction,True,True,True,full_trade_trace_and_independent_execution_match,resolved,ok
20170615,-6.75,-6.75,exact_reproduction,True,True,True,full_trade_trace_and_independent_execution_match,resolved,ok
20170616,7.75,7.75,exact_reproduction,True,True,True,full_trade_trace_and_independent_execution_match,resolved,ok
20170619,-24.5,-24.5,exact_reproduction,True,True,True,full_trade_trace_and_independent_execution_match,resolved,ok
20170620,11.0,11.0,exact_reproduction,True,True,True,full_trade_trace_and_independent_execution_match,resolved,ok
20170621,-19.75,-19.75,exact_reproduction,True,True,True,full_trade_trace_and_independent_execution_match,resolved,ok
20170622,-0.5,-0.5,exact_reproduction,True,True,True,full_trade_trace_and_independent_execution_match,resolved,ok
20170623,-13.75,-13.75,exact_reproduction,True,True,True,full_trade_trace_and_independent_execution_match,resolved,ok
20170626,-19.75,-19.75,exact_reproduction,True,True,True,full_trade_trace_and_independent_execution_match,resolved,ok
20170627,-19.75,-19.75,exact_reproduction,True,True,True,full_trade_trace_and_independent_execution_match,resolved,ok
20170628,-24.25,-24.25,exact_reproduction,True,True,True,full_trade_trace_and_independent_execution_match,resolved,ok
20170629,65.25,65.25,exact_reproduction,True,True,True,full_trade_trace_and_independent_execution_match,resolved,ok
20170630,-19.75,-19.75,exact_reproduction,True,True,True,full_trade_trace_and_independent_execution_match,resolved,ok
20170703,58.5,58.5,exact_reproduction,True,True,True,full_trade_trace_and_independent_execution_match,resolved,ok
20170704,-19.75,-19.75,exact_reproduction,True,True,True,full_trade_trace_and_independent_execution_match,resolved,ok
20170705,-19.75,-19.75,exact_reproduction,True,True,True,full_trade_trace_and_independent_execution_match,resolved,ok
20170706,-19.75,-19.75,exact_reproduction,True,True,True,full_trade_trace_and_independent_execution_match,resolved,ok
20170707,27.5,27.5,exact_reproduction,True,True,True,full_trade_trace_and_independent_execution_match,resolved,ok
20170710,-19.75,-19.75,exact_reproduction,True,True,True,full_trade_trace_and_independent_execution_match,resolved,ok
20170711,-19.75,-19.75,exact_reproduction,True,True,True,full_trade_trace_and_independent_execution_match,resolved,ok
20170712,-6.25,-6.25,exact_reproduction,True,True,True,full_trade_trace_and_independent_execution_match,resolved,ok
20170713,4.25,4.25,exact_reproduction,True,True,True,full_trade_trace_and_independent_execution_match,resolved,ok
20170714,-3.0,-3.0,exact_reproduction,True,True,True,full_trade_trace_and_independent_execution_match,resolved,ok
20170717,-19.75,-19.75,exact_reproduction,True,True,True,full_trade_trace_and_independent_execution_match,resolved,ok
20170718,-22.75,-22.75,exact_reproduction,True,True,True,full_trade_trace_and_independent_execution_match,resolved,ok
20170719,7.5,7.5,exact_reproduction,True,True,True,full_trade_trace_and_independent_execution_match,resolved,ok
20170720,14.0,14.0,exact_reproduction,True,True,True,full_trade_trace_and_independent_execution_match,resolved,ok
20170721,-0.75,-0.75,exact_reproduction,True,True,True,full_trade_trace_and_independent_execution_match,resolved,ok
20170724,-6.0,-6.0,exact_reproduction,True,True,True,full_trade_trace_and_independent_execution_match,resolved,ok
20170725,-1.75,-1.75,exact_reproduction,True,True,True,full_trade_trace_and_independent_execution_match,resolved,ok
20170726,4.0,4.0,exact_reproduction,True,True,True,full_trade_trace_and_independent_execution_match,resolved,ok
20170727,28.5,28.5,exact_reproduction,True,True,True,full_trade_trace_and_independent_execution_match,resolved,ok
20170728,-19.75,-19.75,exact_reproduction,True,True,True,full_trade_trace_and_independent_execution_match,resolved,ok
20170731,33.25,33.25,exact_reproduction,True,True,True,full_trade_trace_and_independent_execution_match,resolved,ok
20170801,-0.25,-0.25,exact_reproduction,True,True,True,full_trade_trace_and_independent_execution_match,resolved,ok
20170802,54.25,54.25,exact_reproduction,True,True,True,full_trade_trace_and_independent_execution_match,resolved,ok
20170803,18.0,18.0,exact_reproduction,True,True,True,full_trade_trace_and_independent_execution_match,resolved,ok
20170804,-19.75,-19.75,exact_reproduction,True,True,True,full_trade_trace_and_independent_execution_match,resolved,ok
20170807,-19.75,-19.75,exact_reproduction,True,True,True,full_trade_trace_and_independent_execution_match,resolved,ok
20170808,-19.75,-19.75,exact_reproduction,True,True,True,full_trade_trace_and_independent_execution_match,resolved,ok
20170809,-19.75,-19.75,exact_reproduction,True,True,True,full_trade_trace_and_independent_execution_match,resolved,ok
20170810,9.0,9.0,exact_reproduction,True,True,True,full_trade_trace_and_independent_execution_match,resolved,ok
20170811,-19.75,-19.75,exact_reproduction,True,True,True,full_trade_trace_and_independent_execution_match,resolved,ok
20170814,16.75,16.75,exact_reproduction,True,True,True,full_trade_trace_and_independent_execution_match,resolved,ok
20170815,3.5,3.5,exact_reproduction,True,True,True,full_trade_trace_and_independent_execution_match,resolved,ok
20170816,-19.75,-19.75,exact_reproduction,True,True,True,full_trade_trace_and_independent_execution_match,resolved,ok
20170817,-19.75,-19.75,exact_reproduction,True,True,True,full_trade_trace_and_independent_execution_match,resolved,ok
20170818,-13.25,-13.25,exact_reproduction,True,True,True,full_trade_trace_and_independent_execution_match,resolved,ok
20170821,4.75,4.75,exact_reproduction,True,True,True,full_trade_trace_and_independent_execution_match,resolved,ok
20170822,41.25,41.25,exact_reproduction,True,True,True,full_trade_trace_and_independent_execution_match,resolved,ok
20170823,8.75,8.75,exact_reproduction,True,True,True,full_trade_trace_and_independent_execution_match,resolved,ok
20170824,57.75,57.75,exact_reproduction,True,True,True,full_trade_trace_and_independent_execution_match,resolved,ok
20170825,-19.75,-19.75,exact_reproduction,True,True,True,full_trade_trace_and_independent_execution_match,resolved,ok
20170828,-19.75,-19.75,exact_reproduction,True,True,True,full_trade_trace_and_independent_execution_match,resolved,ok
20170829,45.75,45.75,exact_reproduction,True,True,True,full_trade_trace_and_independent_execution_match,resolved,ok
20170830,27.25,27.25,exact_reproduction,True,True,True,full_trade_trace_and_independent_execution_match,resolved,ok
20170831,10.75,10.75,exact_reproduction,True,True,True,full_trade_trace_and_independent_execution_match,resolved,ok
20170901,-19.75,-19.75,exact_reproduction,True,True,True,full_trade_trace_and_independent_execution_match,resolved,ok
20170904,3.75,3.75,exact_reproduction,True,True,True,full_trade_trace_and_independent_execution_match,resolved,ok
20170905,-19.75,-19.75,exact_reproduction,True,True,True,full_trade_trace_and_independent_execution_match,resolved,ok
20170906,-19.75,-19.75,exact_reproduction,True,True,True,full_trade_trace_and_independent_execution_match,resolved,ok
20170907,-19.75,,old_numeric_outcome_to_unknown,True,True,True,detector:missing_v7m_bar:744,unknown,detector:missing_v7m_bar:744
20170908,12.0,12.0,exact_reproduction,True,True,True,full_trade_trace_and_independent_execution_match,resolved,ok
20170911,6.0,6.0,exact_reproduction,True,True,True,full_trade_trace_and_independent_execution_match,resolved,ok
20170912,-19.75,-19.75,exact_reproduction,True,True,True,full_trade_trace_and_independent_execution_match,resolved,ok
20170913,2.75,2.75,exact_reproduction,True,True,True,full_trade_trace_and_independent_execution_match,resolved,ok
20170914,-19.75,-19.75,exact_reproduction,True,True,True,full_trade_trace_and_independent_execution_match,resolved,ok
20170915,26.25,26.25,exact_reproduction,True,True,True,full_trade_trace_and_independent_execution_match,resolved,ok
20170918,-19.75,-19.75,exact_reproduction,True,True,True,full_trade_trace_and_independent_execution_match,resolved,ok
20170919,-19.75,-19.75,exact_reproduction,True,True,True,full_trade_trace_and_independent_execution_match,resolved,ok
20170920,19.0,19.0,exact_reproduction,True,True,True,full_trade_trace_and_independent_execution_match,resolved,ok
20170921,10.25,10.25,exact_reproduction,True,True,True,full_trade_trace_and_independent_execution_match,resolved,ok
20170922,-1.5,-1.5,exact_reproduction,True,True,True,full_trade_trace_and_independent_execution_match,resolved,ok
20170925,33.75,33.75,exact_reproduction,True,True,True,full_trade_trace_and_independent_execution_match,resolved,ok
20170926,-19.75,-19.75,exact_reproduction,True,True,True,full_trade_trace_and_independent_execution_match,resolved,ok
20170927,-19.75,-19.75,exact_reproduction,True,True,True,full_trade_trace_and_independent_execution_match,resolved,ok
20170928,-19.75,-19.75,exact_reproduction,True,True,True,full_trade_trace_and_independent_execution_match,resolved,ok
20170929,19.75,19.75,exact_reproduction,True,True,True,full_trade_trace_and_independent_execution_match,resolved,ok
20171002,-2.5,-2.5,exact_reproduction,True,True,True,full_trade_trace_and_independent_execution_match,resolved,ok
20171003,-7.5,-7.5,exact_reproduction,True,True,True,full_trade_trace_and_independent_execution_match,resolved,ok
20171004,12.0,12.0,exact_reproduction,True,True,True,full_trade_trace_and_independent_execution_match,resolved,ok
20171005,-2.5,-2.5,exact_reproduction,True,True,True,full_trade_trace_and_independent_execution_match,resolved,ok
20171006,7.5,7.5,exact_reproduction,True,True,True,full_trade_trace_and_independent_execution_match,resolved,ok
20171009,1.0,1.0,exact_reproduction,True,True,True,full_trade_trace_and_independent_execution_match,resolved,ok
20171010,-19.75,-19.75,exact_reproduction,True,True,True,full_trade_trace_and_independent_execution_match,resolved,ok
20171011,1.25,1.25,exact_reproduction,True,True,True,full_trade_trace_and_independent_execution_match,resolved,ok
20171012,5.5,5.5,exact_reproduction,True,True,True,full_trade_trace_and_independent_execution_match,resolved,ok
20171013,0.25,0.25,exact_reproduction,True,True,True,full_trade_trace_and_independent_execution_match,resolved,ok
20171016,-4.0,-4.0,exact_reproduction,True,True,True,full_trade_trace_and_independent_execution_match,resolved,ok
20171017,-3.0,-3.0,exact_reproduction,True,True,True,full_trade_trace_and_independent_execution_match,resolved,ok
20171018,9.5,9.5,exact_reproduction,True,True,True,full_trade_trace_and_independent_execution_match,resolved,ok
20171019,-26.5,-26.5,exact_reproduction,True,True,True,full_trade_trace_and_independent_execution_match,resolved,ok
